id,team_api_id,team_long_name,date,buildUpPlaySpeed,buildUpPlayPassing,chanceCreationPassing,chanceCreationCrossing,chanceCreationShooting,defencePressure,defenceAggression
9544,8689,FC Lorient,2010-02-22 00:00:00,45,70,30,50,40,70,60
9544,8689,FC Lorient,2011-02-22 00:00:00,35,35,80,50,50,55,35
9544,8689,FC Lorient,2012-02-22 00:00:00,60,42,48,53,64,43,47
9544,8689,FC Lorient,2013-09-20 00:00:00,60,42,48,53,64,43,47
9544,8689,FC Lorient,2014-09-19 00:00:00,60,42,48,53,64,43,47
9544,8689,FC Lorient,2015-09-10 00:00:00,57,50,48,53,46,51,56
9545,9748,Olympique Lyonnais,2010-02-22 00:00:00,60,40,70,45,70,70,60
9545,9748,Olympique Lyonnais,2011-02-22 00:00:00,65,50,50,50,80,45,45
9545,9748,Olympique Lyonnais,2012-02-22 00:00:00,49,52,49,54,67,46,47
9545,9748,Olympique Lyonnais,2013-09-20 00:00:00,49,52,49,54,67,46,47
9545,9748,Olympique Lyonnais,2014-09-19 00:00:00,49,52,49,54,67,46,47
9545,9748,Olympique Lyonnais,2015-09-10 00:00:00,49,52,49,54,67,46,47
9546,9941,Toulouse FC,2010-02-22 00:00:00,35,70,45,70,35,30,45
9546,9941,Toulouse FC,2011-02-22 00:00:00,65,50,50,50,65,35,55
9546,9941,Toulouse FC,2012-02-22 00:00:00,49,53,52,34,36,36,45
9546,9941,Toulouse FC,2013-09-20 00:00:00,49,53,52,34,36,36,45
9546,9941,Toulouse FC,2014-09-19 00:00:00,49,53,52,34,57,36,52
9546,9941,Toulouse FC,2015-09-10 00:00:00,49,53,52,34,36,36,45
9547,9829,AS Monaco,2010-02-22 00:00:00,35,55,65,55,45,70,65
9547,9829,AS Monaco,2011-02-22 00:00:00,65,50,65,35,50,35,55
9547,9829,AS Monaco,2012-02-22 00:00:00,52,48,37,37,37,35,34
9547,9829,AS Monaco,2013-09-20 00:00:00,52,48,37,37,37,35,34
9547,9829,AS Monaco,2014-09-19 00:00:00,52,48,37,37,37,35,34
9547,9829,AS Monaco,2015-09-10 00:00:00,52,43,54,56,23,56,62
9548,9847,Paris Saint-Germain,2010-02-22 00:00:00,50,65,40,65,55,70,70
9548,9847,Paris Saint-Germain,2011-02-22 00:00:00,35,35,35,35,50,45,55
9548,9847,Paris Saint-Germain,2012-02-22 00:00:00,49,41,62,52,60,49,46
9548,9847,Paris Saint-Germain,2013-09-20 00:00:00,49,41,62,52,60,49,46
9548,9847,Paris Saint-Germain,2014-09-19 00:00:00,49,55,62,61,68,57,53
9548,9847,Paris Saint-Germain,2015-09-10 00:00:00,49,34,62,61,35,57,53
9549,8481,AS Nancy-Lorraine,2010-02-22 00:00:00,65,40,60,70,30,70,70
9549,8481,AS Nancy-Lorraine,2011-02-22 00:00:00,35,35,35,65,35,35,55
9549,8481,AS Nancy-Lorraine,2012-02-22 00:00:00,49,49,52,53,67,43,46
9549,8481,AS Nancy-Lorraine,2013-09-20 00:00:00,49,49,52,53,67,43,46
9549,8481,AS Nancy-Lorraine,2014-09-19 00:00:00,49,49,52,53,67,43,46
9549,8481,AS Nancy-Lorraine,2015-09-10 00:00:00,49,49,52,53,67,43,46
9550,8639,LOSC Lille,2010-02-22 00:00:00,70,60,50,45,55,55,70
9550,8639,LOSC Lille,2011-02-22 00:00:00,65,65,50,80,50,55,55
9550,8639,LOSC Lille,2012-02-22 00:00:00,34,23,63,52,49,58,56
9550,8639,LOSC Lille,2013-09-20 00:00:00,34,42,63,52,49,47,42
9550,8639,LOSC Lille,2014-09-19 00:00:00,45,42,68,52,49,59,42
9550,8639,LOSC Lille,2015-09-10 00:00:00,45,43,68,52,64,59,42
9551,9851,Stade Rennais FC,2010-02-22 00:00:00,50,45,70,60,60,70,70
9551,9851,Stade Rennais FC,2011-02-22 00:00:00,65,35,65,65,65,55,45
9551,9851,Stade Rennais FC,2012-02-22 00:00:00,64,41,49,52,64,46,44
9551,9851,Stade Rennais FC,2013-09-20 00:00:00,64,41,49,52,64,46,44
9551,9851,Stade Rennais FC,2014-09-19 00:00:00,64,41,49,52,64,46,44
9551,9851,Stade Rennais FC,2015-09-10 00:00:00,64,41,49,52,64,46,44
9552,8592,Olympique de Marseille,2010-02-22 00:00:00,55,45,70,65,70,65,70
9552,8592,Olympique de Marseille,2011-02-22 00:00:00,65,35,65,65,80,55,55
9552,8592,Olympique de Marseille,2012-02-22 00:00:00,48,50,49,51,48,44,48
9552,8592,Olympique de Marseille,2013-09-20 00:00:00,48,50,49,77,64,44,48
9552,8592,Olympique de Marseille,2014-09-19 00:00:00,51,50,49,69,68,48,48
9552,8592,Olympique de Marseille,2015-09-10 00:00:00,51,41,49,69,31,48,48
9553,9874,FC Sochaux-Montbéliard,2010-02-22 00:00:00,66,70,35,40,50,65,30
9553,9874,FC Sochaux-Montbéliard,2011-02-22 00:00:00,50,50,35,65,35,45,55
9553,9874,FC Sochaux-Montbéliard,2012-02-22 00:00:00,63,39,63,72,49,54,43
9553,9874,FC Sochaux-Montbéliard,2013-09-20 00:00:00,63,39,63,64,49,54,43
9553,9874,FC Sochaux-Montbéliard,2014-09-19 00:00:00,63,39,63,64,49,54,43
9553,9874,FC Sochaux-Montbéliard,2015-09-10 00:00:00,63,39,63,64,49,54,43
9554,9855,Grenoble Foot 38,2010-02-22 00:00:00,70,70,65,60,70,70,55
9554,9855,Grenoble Foot 38,2011-02-22 00:00:00,50,50,50,50,50,45,45
9555,9873,Valenciennes FC,2010-02-22 00:00:00,60,70,50,60,60,30,55
9555,9873,Valenciennes FC,2011-02-22 00:00:00,65,50,50,65,50,45,45
9555,9873,Valenciennes FC,2012-02-22 00:00:00,49,50,51,60,61,43,57
9555,9873,Valenciennes FC,2013-09-20 00:00:00,49,50,51,76,61,43,57
9555,9873,Valenciennes FC,2014-09-19 00:00:00,49,52,51,67,56,47,51
9555,9873,Valenciennes FC,2015-09-10 00:00:00,49,52,51,67,56,47,51
9556,9853,AS Saint-Étienne,2010-02-22 00:00:00,65,65,55,60,60,30,30
9556,9853,AS Saint-Étienne,2011-02-22 00:00:00,65,35,35,65,65,35,45
9556,9853,AS Saint-Étienne,2012-02-22 00:00:00,49,52,48,52,52,35,44
9556,9853,AS Saint-Étienne,2013-09-20 00:00:00,49,52,48,52,52,35,44
9556,9853,AS Saint-Étienne,2014-09-19 00:00:00,58,52,48,52,52,35,44
9556,9853,AS Saint-Étienne,2015-09-10 00:00:00,58,52,48,64,52,48,51
10300,8588,RC Lens,2010-02-22 00:00:00,30,30,60,50,70,70,60
10300,8588,RC Lens,2011-02-22 00:00:00,65,50,50,65,65,45,55
10300,8588,RC Lens,2012-02-22 00:00:00,64,49,49,53,34,46,44
10300,8588,RC Lens,2013-09-20 00:00:00,64,49,49,53,37,42,44
10300,8588,RC Lens,2014-09-19 00:00:00,64,49,49,53,34,46,44
10300,8588,RC Lens,2015-09-10 00:00:00,64,50,49,53,46,46,44
10309,10249,Montpellier Hérault SC,2010-02-22 00:00:00,35,35,55,35,70,70,70
10309,10249,Montpellier Hérault SC,2011-02-22 00:00:00,50,50,35,50,50,35,55
10309,10249,Montpellier Hérault SC,2012-02-22 00:00:00,52,47,48,49,52,34,43
10309,10249,Montpellier Hérault SC,2013-09-20 00:00:00,52,47,48,49,52,34,43
10309,10249,Montpellier Hérault SC,2014-09-19 00:00:00,52,47,48,49,52,53,56
10309,10249,Montpellier Hérault SC,2015-09-10 00:00:00,54,65,48,49,45,53,56
10312,4170,US Boulogne Cote D'Opale,2010-02-22 00:00:00,45,30,35,55,60,70,60
10312,4170,US Boulogne Cote D'Opale,2011-02-22 00:00:00,50,35,35,65,65,35,55
10312,4170,US Boulogne Cote D'Opale,2012-02-22 00:00:00,49,37,47,57,50,45,44
11074,108893,AC Arles-Avignon,2010-02-22 00:00:00,50,65,30,35,30,30,50
11074,108893,AC Arles-Avignon,2011-02-22 00:00:00,50,65,35,35,35,25,45
11074,108893,AC Arles-Avignon,2012-02-22 00:00:00,23,33,49,40,43,44,32
11074,108893,AC Arles-Avignon,2013-09-20 00:00:00,41,48,58,40,43,39,43
11074,108893,AC Arles-Avignon,2014-09-19 00:00:00,39,54,49,40,43,44,53
11074,108893,AC Arles-Avignon,2015-09-10 00:00:00,56,54,55,40,43,48,53
11076,8521,Stade Brestois 29,2010-02-22 00:00:00,50,40,30,40,60,70,70
11076,8521,Stade Brestois 29,2011-02-22 00:00:00,65,35,50,65,50,55,45
11076,8521,Stade Brestois 29,2012-02-22 00:00:00,64,62,49,53,66,44,34
11076,8521,Stade Brestois 29,2013-09-20 00:00:00,59,54,49,53,66,44,34
11076,8521,Stade Brestois 29,2014-09-19 00:00:00,59,54,49,53,66,44,34
11076,8521,Stade Brestois 29,2015-09-10 00:00:00,59,54,49,53,66,44,34
11817,8576,AC Ajaccio,2010-02-22 00:00:00,60,40,45,35,55,30,70
11817,8576,AC Ajaccio,2011-02-22 00:00:00,65,45,65,65,50,45,45
11817,8576,AC Ajaccio,2012-02-22 00:00:00,59,52,48,34,52,38,47
11817,8576,AC Ajaccio,2013-09-20 00:00:00,59,52,48,34,52,38,47
11817,8576,AC Ajaccio,2014-09-19 00:00:00,59,52,48,38,52,38,47
11817,8576,AC Ajaccio,2015-09-10 00:00:00,59,52,48,38,52,38,47
11822,4087,Évian Thonon Gaillard FC,2011-02-22 00:00:00,35,65,50,65,65,45,55
11822,4087,Évian Thonon Gaillard FC,2012-02-22 00:00:00,53,44,52,52,64,47,56
11822,4087,Évian Thonon Gaillard FC,2013-09-20 00:00:00,53,44,52,52,64,47,56
11822,4087,Évian Thonon Gaillard FC,2014-09-19 00:00:00,61,44,52,61,48,47,56
11822,4087,Évian Thonon Gaillard FC,2015-09-10 00:00:00,58,56,52,61,51,47,43
11825,9836,Dijon FCO,2010-02-22 00:00:00,55,40,40,40,55,30,60
11825,9836,Dijon FCO,2011-02-22 00:00:00,65,50,50,65,50,35,45
11825,9836,Dijon FCO,2012-02-22 00:00:00,51,49,49,52,52,45,46
11825,9836,Dijon FCO,2013-09-20 00:00:00,51,49,49,52,52,45,46
11825,9836,Dijon FCO,2014-09-19 00:00:00,51,49,49,52,52,45,46
11825,9836,Dijon FCO,2015-09-10 00:00:00,51,49,49,52,52,45,46
12587,9837,Stade de Reims,2011-02-22 00:00:00,35,50,65,50,50,45,45
12587,9837,Stade de Reims,2012-02-22 00:00:00,61,48,48,52,50,33,44
12587,9837,Stade de Reims,2013-09-20 00:00:00,61,48,48,52,50,33,44
12587,9837,Stade de Reims,2014-09-19 00:00:00,48,48,48,52,50,33,44
12587,9837,Stade de Reims,2015-09-10 00:00:00,48,49,48,52,58,33,44
12594,7794,SC Bastia,2010-02-22 00:00:00,40,45,50,35,55,70,70
12594,7794,SC Bastia,2012-02-22 00:00:00,50,50,50,51,49,44,45
12594,7794,SC Bastia,2013-09-20 00:00:00,50,50,50,51,49,44,45
12594,7794,SC Bastia,2014-09-19 00:00:00,67,43,56,51,49,39,47
12594,7794,SC Bastia,2015-09-10 00:00:00,61,52,56,51,49,44,55
12595,10242,ES Troyes AC,2011-02-22 00:00:00,35,50,50,50,35,45,45
12595,10242,ES Troyes AC,2012-02-22 00:00:00,49,51,52,49,49,43,42
12595,10242,ES Troyes AC,2013-09-20 00:00:00,49,51,52,49,49,43,42
12595,10242,ES Troyes AC,2014-09-19 00:00:00,49,51,52,49,46,43,42
12595,10242,ES Troyes AC,2015-09-10 00:00:00,49,51,52,49,46,43,42
13343,9747,En Avant de Guingamp,2010-02-22 00:00:00,35,30,45,55,70,30,65
13343,9747,En Avant de Guingamp,2012-02-22 00:00:00,52,48,53,49,48,33,43
13343,9747,En Avant de Guingamp,2013-09-20 00:00:00,52,48,53,49,59,46,43
13343,9747,En Avant de Guingamp,2014-09-19 00:00:00,63,48,53,49,48,43,47
13343,9747,En Avant de Guingamp,2015-09-10 00:00:00,63,58,42,56,36,49,47
14106,8550,FC Metz,2010-02-22 00:00:00,50,30,50,60,65,30,50
14106,8550,FC Metz,2011-02-22 00:00:00,65,65,35,65,50,35,35
14106,8550,FC Metz,2012-02-22 00:00:00,50,49,49,54,53,46,47
14106,8550,FC Metz,2014-09-19 00:00:00,55,49,49,54,53,46,54
14106,8550,FC Metz,2015-09-10 00:00:00,55,49,46,54,53,39,46
14868,8121,Angers SCO,2010-02-22 00:00:00,45,35,35,50,60,30,55
14868,8121,Angers SCO,2011-02-22 00:00:00,65,50,50,65,65,45,45
14868,8121,Angers SCO,2012-02-22 00:00:00,50,50,52,52,48,44,44
14868,8121,Angers SCO,2013-09-20 00:00:00,50,50,52,52,48,44,44
14868,8121,Angers SCO,2014-09-19 00:00:00,48,50,40,52,48,44,44
14868,8121,Angers SCO,2015-09-10 00:00:00,48,50,40,52,48,44,44
14876,6391,GFC Ajaccio,2013-09-20 00:00:00,61,52,55,66,58,47,46
14876,6391,GFC Ajaccio,2015-09-10 00:00:00,48,52,55,53,55,42,46
15617,9823,FC Bayern Munich,2010-02-22 00:00:00,65,40,65,70,70,70,40
15617,9823,FC Bayern Munich,2011-02-22 00:00:00,42,40,34,30,72,39,52
15617,9823,FC Bayern Munich,2012-02-22 00:00:00,47,40,34,31,55,49,35
15617,9823,FC Bayern Munich,2013-09-20 00:00:00,56,41,40,44,39,52,54
15617,9823,FC Bayern Munich,2014-09-19 00:00:00,37,22,21,38,40,61,59
15617,9823,FC Bayern Munich,2015-09-10 00:00:00,45,28,37,31,22,72,53
15618,9790,Hamburger SV,2010-02-22 00:00:00,70,60,70,60,70,70,45
15618,9790,Hamburger SV,2011-02-22 00:00:00,52,29,61,58,54,60,55
15618,9790,Hamburger SV,2012-02-22 00:00:00,46,40,60,55,39,55,47
15618,9790,Hamburger SV,2013-09-20 00:00:00,34,38,34,59,48,45,35
15618,9790,Hamburger SV,2014-09-19 00:00:00,45,58,60,73,62,45,32
15618,9790,Hamburger SV,2015-09-10 00:00:00,42,52,62,58,47,44,41
15619,8178,Bayer 04 Leverkusen,2010-02-22 00:00:00,70,30,70,70,70,70,60
15619,8178,Bayer 04 Leverkusen,2011-02-22 00:00:00,67,38,51,47,55,57,39
15619,8178,Bayer 04 Leverkusen,2012-02-22 00:00:00,58,55,52,55,56,50,42
15619,8178,Bayer 04 Leverkusen,2013-09-20 00:00:00,64,55,52,54,37,58,38
15619,8178,Bayer 04 Leverkusen,2014-09-19 00:00:00,69,55,52,55,39,50,46
15619,8178,Bayer 04 Leverkusen,2015-09-10 00:00:00,73,55,77,54,61,61,72
15620,9789,Borussia Dortmund,2010-02-22 00:00:00,70,45,70,34,66,54,70
15620,9789,Borussia Dortmund,2011-02-22 00:00:00,73,43,60,53,64,59,67
15620,9789,Borussia Dortmund,2012-02-22 00:00:00,71,45,67,44,70,58,69
15620,9789,Borussia Dortmund,2013-09-20 00:00:00,74,45,70,48,76,60,70
15620,9789,Borussia Dortmund,2014-09-19 00:00:00,76,61,53,44,73,60,68
15620,9789,Borussia Dortmund,2015-09-10 00:00:00,71,40,70,44,49,65,71
15621,10189,FC Schalke 04,2010-02-22 00:00:00,65,55,55,70,70,70,45
15621,10189,FC Schalke 04,2011-02-22 00:00:00,63,57,55,70,62,37,67
15621,10189,FC Schalke 04,2012-02-22 00:00:00,50,36,59,52,56,43,44
15621,10189,FC Schalke 04,2013-09-20 00:00:00,60,47,62,54,52,45,58
15621,10189,FC Schalke 04,2014-09-19 00:00:00,39,45,42,56,41,51,51
15621,10189,FC Schalke 04,2015-09-10 00:00:00,58,42,64,61,37,55,59
15622,9904,Hannover 96,2010-02-22 00:00:00,55,70,65,45,65,70,70
15622,9904,Hannover 96,2011-02-22 00:00:00,55,56,55,43,53,39,37
15622,9904,Hannover 96,2012-02-22 00:00:00,65,58,63,44,64,39,45
15622,9904,Hannover 96,2013-09-20 00:00:00,78,58,66,39,41,39,48
15622,9904,Hannover 96,2014-09-19 00:00:00,48,38,38,51,40,37,48
15622,9904,Hannover 96,2015-09-10 00:00:00,48,41,38,51,40,35,50
15623,8721,VfL Wolfsburg,2010-02-22 00:00:00,65,45,65,60,70,45,60
15623,8721,VfL Wolfsburg,2011-02-22 00:00:00,65,45,65,36,51,58,47
15623,8721,VfL Wolfsburg,2012-02-22 00:00:00,54,59,67,56,48,38,40
15623,8721,VfL Wolfsburg,2013-09-20 00:00:00,58,57,68,72,70,64,42
15623,8721,VfL Wolfsburg,2014-09-19 00:00:00,58,45,68,60,54,59,48
15623,8721,VfL Wolfsburg,2015-09-10 00:00:00,68,57,69,66,50,66,46
15624,8722,1. FC Köln,2010-02-22 00:00:00,55,65,65,40,60,45,55
15624,8722,1. FC Köln,2011-02-22 00:00:00,58,71,42,39,50,40,40
15624,8722,1. FC Köln,2012-02-22 00:00:00,53,53,57,44,57,43,55
15624,8722,1. FC Köln,2013-09-20 00:00:00,60,56,57,44,57,43,55
15624,8722,1. FC Köln,2014-09-19 00:00:00,59,57,53,47,59,57,46
15624,8722,1. FC Köln,2015-09-10 00:00:00,59,65,57,36,71,42,56
15625,9810,Eintracht Frankfurt,2010-02-22 00:00:00,60,35,35,70,60,65,30
15625,9810,Eintracht Frankfurt,2011-02-22 00:00:00,52,43,62,62,41,48,50
15625,9810,Eintracht Frankfurt,2012-02-22 00:00:00,38,34,47,45,48,46,45
15625,9810,Eintracht Frankfurt,2013-09-20 00:00:00,41,34,47,45,48,46,45
15625,9810,Eintracht Frankfurt,2014-09-19 00:00:00,63,42,57,50,52,43,46
15625,9810,Eintracht Frankfurt,2015-09-10 00:00:00,51,38,47,58,40,48,42
15626,8177,Hertha BSC Berlin,2010-02-22 00:00:00,60,50,45,55,55,55,30
15626,8177,Hertha BSC Berlin,2011-02-22 00:00:00,59,43,56,50,66,50,43
15626,8177,Hertha BSC Berlin,2012-02-22 00:00:00,48,45,45,51,46,50,50
15626,8177,Hertha BSC Berlin,2013-09-20 00:00:00,40,55,63,46,63,50,38
15626,8177,Hertha BSC Berlin,2014-09-19 00:00:00,68,55,51,59,59,41,60
15626,8177,Hertha BSC Berlin,2015-09-10 00:00:00,47,55,59,68,45,50,45
15627,9912,DSC Arminia Bielefeld,2010-02-22 00:00:00,40,65,45,70,50,45,40
15627,9912,DSC Arminia Bielefeld,2011-02-22 00:00:00,46,58,45,33,42,38,48
15627,9912,DSC Arminia Bielefeld,2014-09-19 00:00:00,62,55,56,51,52,36,54
15628,8697,SV Werder Bremen,2010-02-22 00:00:00,70,40,70,40,70,70,65
15628,8697,SV Werder Bremen,2011-02-22 00:00:00,64,40,65,48,64,64,48
15628,8697,SV Werder Bremen,2012-02-22 00:00:00,54,40,68,58,48,49,50
15628,8697,SV Werder Bremen,2013-09-20 00:00:00,68,33,71,67,78,60,50
15628,8697,SV Werder Bremen,2014-09-19 00:00:00,40,47,37,40,51,40,50
15628,8697,SV Werder Bremen,2015-09-10 00:00:00,56,63,68,66,58,63,47
15629,8398,FC Energie Cottbus,2010-02-22 00:00:00,45,55,30,55,45,68,70
15629,8398,FC Energie Cottbus,2011-02-22 00:00:00,64,55,71,38,52,58,48
15629,8398,FC Energie Cottbus,2012-02-22 00:00:00,50,48,47,67,53,57,47
15629,8398,FC Energie Cottbus,2013-09-20 00:00:00,50,48,47,67,53,57,47
15629,8398,FC Energie Cottbus,2014-09-19 00:00:00,39,40,52,67,56,47,55
15630,8226,TSG 1899 Hoffenheim,2010-02-22 00:00:00,70,30,70,55,55,65,70
15630,8226,TSG 1899 Hoffenheim,2011-02-22 00:00:00,75,35,72,51,68,68,50
15630,8226,TSG 1899 Hoffenheim,2012-02-22 00:00:00,61,53,42,62,54,47,59
15630,8226,TSG 1899 Hoffenheim,2013-09-20 00:00:00,32,53,36,62,64,47,52
15630,8226,TSG 1899 Hoffenheim,2014-09-19 00:00:00,68,63,68,38,55,56,57
15630,8226,TSG 1899 Hoffenheim,2015-09-10 00:00:00,69,53,66,62,59,63,61
15631,9788,Borussia Mönchengladbach,2010-02-22 00:00:00,65,45,50,70,65,55,40
15631,9788,Borussia Mönchengladbach,2011-02-22 00:00:00,63,46,60,51,61,49,58
15631,9788,Borussia Mönchengladbach,2012-02-22 00:00:00,57,64,54,48,55,33,43
15631,9788,Borussia Mönchengladbach,2013-09-20 00:00:00,76,40,66,48,30,33,53
15631,9788,Borussia Mönchengladbach,2014-09-19 00:00:00,31,32,38,26,49,43,50
15631,9788,Borussia Mönchengladbach,2015-09-10 00:00:00,31,32,38,26,49,41,48
15632,10269,VfB Stuttgart,2010-02-22 00:00:00,70,30,60,70,70,65,50
15632,10269,VfB Stuttgart,2011-02-22 00:00:00,64,48,60,62,56,45,56
15632,10269,VfB Stuttgart,2012-02-22 00:00:00,50,42,56,66,48,47,44
15632,10269,VfB Stuttgart,2013-09-20 00:00:00,59,41,58,66,65,47,52
15632,10269,VfB Stuttgart,2014-09-19 00:00:00,54,53,60,56,48,46,54
15632,10269,VfB Stuttgart,2015-09-10 00:00:00,59,41,58,66,48,41,44
15633,8295,Karlsruher SC,2010-02-22 00:00:00,70,35,70,65,70,65,40
15633,8295,Karlsruher SC,2011-02-22 00:00:00,53,55,71,56,56,52,46
15633,8295,Karlsruher SC,2012-02-22 00:00:00,54,47,53,44,49,34,46
15633,8295,Karlsruher SC,2014-09-19 00:00:00,56,53,53,46,49,32,46
15633,8295,Karlsruher SC,2015-09-10 00:00:00,54,47,53,44,49,34,46
15634,9911,VfL Bochum,2010-02-22 00:00:00,50,65,55,45,50,40,60
15634,9911,VfL Bochum,2011-02-22 00:00:00,55,56,55,49,52,48,60
15634,9911,VfL Bochum,2012-02-22 00:00:00,40,48,51,54,37,34,53
15634,9911,VfL Bochum,2013-09-20 00:00:00,40,48,51,54,37,40,53
15634,9911,VfL Bochum,2014-09-19 00:00:00,38,48,51,54,36,34,53
15634,9911,VfL Bochum,2015-09-10 00:00:00,69,57,66,40,66,58,47
16237,8358,SC Freiburg,2010-02-22 00:00:00,50,30,30,70,60,55,50
16237,8358,SC Freiburg,2011-02-22 00:00:00,50,47,47,41,34,41,42
16237,8358,SC Freiburg,2012-02-22 00:00:00,52,61,62,50,42,30,50
16237,8358,SC Freiburg,2013-09-20 00:00:00,59,38,55,39,43,53,62
16237,8358,SC Freiburg,2014-09-19 00:00:00,39,48,55,33,44,59,60
16237,8358,SC Freiburg,2015-09-10 00:00:00,59,38,55,44,45,53,62
16239,8165,1. FC Nürnberg,2010-02-22 00:00:00,45,50,40,70,70,55,55
16239,8165,1. FC Nürnberg,2011-02-22 00:00:00,45,50,47,45,56,55,61
16239,8165,1. FC Nürnberg,2012-02-22 00:00:00,44,49,51,49,48,30,40
16239,8165,1. FC Nürnberg,2013-09-20 00:00:00,46,49,56,54,67,39,57
16239,8165,1. FC Nürnberg,2014-09-19 00:00:00,46,38,58,48,55,51,50
16239,8165,1. FC Nürnberg,2015-09-10 00:00:00,46,49,51,52,59,30,40
16243,9905,1. FSV Mainz 05,2010-02-22 00:00:00,45,40,45,70,70,50,70
16243,9905,1. FSV Mainz 05,2011-02-22 00:00:00,65,50,59,62,53,57,53
16243,9905,1. FSV Mainz 05,2012-02-22 00:00:00,68,57,55,39,60,52,65
16243,9905,1. FSV Mainz 05,2013-09-20 00:00:00,66,52,55,37,56,48,65
16243,9905,1. FSV Mainz 05,2014-09-19 00:00:00,67,57,55,38,44,53,60
16243,9905,1. FSV Mainz 05,2015-09-10 00:00:00,60,53,49,40,44,55,62
16848,8350,1. FC Kaiserslautern,2010-02-22 00:00:00,45,55,45,70,70,70,70
16848,8350,1. FC Kaiserslautern,2011-02-22 00:00:00,48,42,49,68,53,38,48
16848,8350,1. FC Kaiserslautern,2012-02-22 00:00:00,38,54,43,49,64,37,51
16848,8350,1. FC Kaiserslautern,2013-09-20 00:00:00,61,54,43,62,56,48,50
16848,8350,1. FC Kaiserslautern,2014-09-19 00:00:00,66,53,54,69,51,47,47
16848,8350,1. FC Kaiserslautern,2015-09-10 00:00:00,49,52,49,54,64,41,51
16850,8152,FC St. Pauli,2010-02-22 00:00:00,60,60,50,70,70,60,70
16850,8152,FC St. Pauli,2011-02-22 00:00:00,60,42,63,55,56,49,60
16850,8152,FC St. Pauli,2012-02-22 00:00:00,53,64,60,34,53,49,44
16850,8152,FC St. Pauli,2013-09-20 00:00:00,53,56,62,46,53,49,44
16850,8152,FC St. Pauli,2014-09-19 00:00:00,53,56,68,53,34,46,44
16850,8152,FC St. Pauli,2015-09-10 00:00:00,52,56,62,53,38,39,44
17465,8406,FC Augsburg,2010-02-22 00:00:00,45,45,35,70,70,45,55
17465,8406,FC Augsburg,2011-02-22 00:00:00,68,40,52,64,72,59,49
17465,8406,FC Augsburg,2012-02-22 00:00:00,55,55,49,57,55,47,58
17465,8406,FC Augsburg,2013-09-20 00:00:00,40,55,49,72,53,33,43
17465,8406,FC Augsburg,2014-09-19 00:00:00,62,69,41,63,56,47,55
17465,8406,FC Augsburg,2015-09-10 00:00:00,59,55,49,62,55,34,50
18074,8194,Fortuna Düsseldorf,2010-02-22 00:00:00,65,35,70,50,52,45,70
18074,8194,Fortuna Düsseldorf,2011-02-22 00:00:00,51,38,52,40,54,46,59
18074,8194,Fortuna Düsseldorf,2012-02-22 00:00:00,67,47,67,68,55,56,57
18074,8194,Fortuna Düsseldorf,2013-09-20 00:00:00,41,69,55,68,52,24,48
18074,8194,Fortuna Düsseldorf,2014-09-19 00:00:00,72,57,55,49,37,47,48
18074,8194,Fortuna Düsseldorf,2015-09-10 00:00:00,47,47,55,68,55,56,57
18079,8357,SpVgg Greuther Fürth,2010-02-22 00:00:00,55,45,30,70,70,40,55
18079,8357,SpVgg Greuther Fürth,2011-02-22 00:00:00,59,40,56,54,48,59,46
18079,8357,SpVgg Greuther Fürth,2012-02-22 00:00:00,68,45,54,44,43,48,56
18079,8357,SpVgg Greuther Fürth,2013-09-20 00:00:00,57,53,54,49,46,36,56
18079,8357,SpVgg Greuther Fürth,2014-09-19 00:00:00,66,38,56,40,52,49,48
18079,8357,SpVgg Greuther Fürth,2015-09-10 00:00:00,54,53,54,49,46,48,56
18691,9776,Eintracht Braunschweig,2012-02-22 00:00:00,64,54,52,66,62,54,42
18691,9776,Eintracht Braunschweig,2013-09-20 00:00:00,68,54,62,66,67,57,47
18691,9776,Eintracht Braunschweig,2014-09-19 00:00:00,61,62,59,43,55,30,40
18691,9776,Eintracht Braunschweig,2015-09-10 00:00:00,66,54,62,59,51,57,47
19305,8460,SC Paderborn 07,2010-02-22 00:00:00,70,49,50,34,55,30,48
19305,8460,SC Paderborn 07,2011-02-22 00:00:00,52,48,49,37,55,36,48
19305,8460,SC Paderborn 07,2012-02-22 00:00:00,67,59,52,48,68,33,52
19305,8460,SC Paderborn 07,2013-09-20 00:00:00,67,59,52,48,68,40,52
19305,8460,SC Paderborn 07,2014-09-19 00:00:00,73,55,52,48,63,33,55
19305,8460,SC Paderborn 07,2015-09-10 00:00:00,67,62,56,48,56,25,29
19916,8234,FC Ingolstadt 04,2011-02-22 00:00:00,47,54,54,51,46,37,50
19916,8234,FC Ingolstadt 04,2012-02-22 00:00:00,55,46,47,53,51,33,42
19916,8234,FC Ingolstadt 04,2013-09-20 00:00:00,55,46,47,53,51,33,42
19916,8234,FC Ingolstadt 04,2014-09-19 00:00:00,54,47,53,33,52,42,36
19916,8234,FC Ingolstadt 04,2015-09-10 00:00:00,55,46,47,53,51,37,48
19917,8262,SV Darmstadt 98,2015-09-10 00:00:00,59,77,52,77,45,32,56
20513,8524,Atalanta,2010-02-22 00:00:00,35,40,35,30,55,30,30
20513,8524,Atalanta,2011-02-22 00:00:00,65,50,50,65,55,45,55
20513,8524,Atalanta,2012-02-22 00:00:00,40,50,53,47,50,55,42
20513,8524,Atalanta,2013-09-20 00:00:00,64,36,38,49,51,54,53
